source	tier	venue	title
dblp	other_task	acl2023f	AoM: Detecting Aspect-oriented Information for Multimodal Aspect-Based Sentiment Analysis
dblp	other_task	acl2023f	BanglaBook: A Large-scale Bangla Dataset for Sentiment Analysis from Book Reviews
dblp	other_task	acl2023f	Bias Beyond English: Counterfactual Tests for Bias in Sentiment Analysis in Four Languages
dblp	other_task	acl2023f	Context or Knowledge is Not Always Necessary: A Contrastive Learning Framework for Emotion Recognition in Conversations
dblp	other_task	acl2023f	End-to-end Aspect-based Sentiment Analysis with Combinatory Categorial Grammar
dblp	other_task	acl2023f	Exploiting Rich Textual User-Product Context for Improving Personalized Sentiment Analysis
dblp	other_task	acl2023f	Few-shot Joint Multimodal Aspect-Sentiment Analysis Based on Generative Multimodal Prompt
dblp	other_task	acl2023f	Investigating the Saliency of Sentiment Expressions in Aspect-Based Sentiment Analysis
dblp	other_task	acl2023f	Opinion Tree Parsing for Aspect-based Sentiment Analysis
dblp	other_task	acl2023f	QAP: A Quantum-Inspired Adaptive-Priority-Learning Model for Multimodal Emotion Recognition
dblp	other_task	acl2023f	Self-adaptive Context and Modal-interaction Modeling For Multimodal Emotion Recognition
dblp	other_task	acl2023f	Sentiment Analysis using the Relationship between Users and Products
dblp	other_task	acl2023f	Text Generation Model Enhanced with Semantic Information in Aspect Category Sentiment Analysis
dblp	other_task	acl2023f	Topic and Style-aware Transformer for Multimodal Emotion Recognition
dblp	other_task	acl2024-1	A Joint Coreference-Aware Approach to Document-Level Target Sentiment Analysis
dblp	other_task	acl2024-1	EFSA: Towards Event-Level Financial Sentiment Analysis
dblp	other_task	acl2024-1	Multimodal Prompt Learning with Missing Modalities for Sentiment Analysis and Emotion Recognition
dblp	other_task	acl2024-1	Revisiting Structured Sentiment Analysis as Latent Dependency Graph Parsing
dblp	other_task	acl2024-1	S²GSL: Incorporating Segment to Syntactic Enhanced Graph Structure Learning for Aspect-based Sentiment Analysis
dblp	other_task	acl2024-1	The MERSA Dataset and a Transformer-Based Approach for Speech Emotion Recognition
dblp	other_task	acl2024f	Amanda: Adaptively Modality-Balanced Domain Adaptation for Multimodal Emotion Recognition
dblp	other_task	acl2024f	Argument-Based Sentiment Analysis on Forward-Looking Statements
dblp	other_task	acl2024f	DINER: Debiasing Aspect-based Sentiment Analysis with Multi-variable Causal Inference
dblp	other_task	acl2024f	Improving In-Context Learning with Prediction Feedback for Sentiment Analysis
dblp	other_task	acl2024f	Instruction Tuning with Retrieval-based Examples Ranking for Aspect-based Sentiment Analysis
dblp	other_task	acl2024f	It is Simple Sometimes: A Study On Improving Aspect-Based Sentiment Analysis Performance
dblp	other_task	acl2024f	Refining and Synthesis: A Simple yet Effective Data Augmentation Framework for Cross-Domain Aspect-based Sentiment Analysis
dblp	other_task	acl2024f	SenticVec: Toward Robust and Human-Centric Neurosymbolic Sentiment Analysis
dblp	other_task	acl2024f	Transition-based Opinion Generation for Aspect-based Sentiment Analysis
dblp	other_task	acl2025-1	BRIGHTER: BRIdging the Gap in Human-Annotated Textual Emotion Recognition Datasets for 28 Languages
dblp	other_task	acl2025-1	CoE: A Clue of Emotion Framework for Emotion Recognition in Conversations
dblp	other_task	acl2025-1	DS²-ABSA: Dual-Stream Data Synthesis with Label Refinement for Few-Shot Aspect-Based Sentiment Analysis
dblp	other_task	acl2025-1	ECERC: Evidence-Cause Attention Network for Multi-Modal Emotion Recognition in Conversation
dblp	other_task	acl2025-1	Error Comparison Optimization for Large Language Models on Aspect-Based Sentiment Analysis
dblp	other_task	acl2025-1	LACA: Improving Cross-lingual Aspect-Based Sentiment Analysis with LLM Data Augmentation
dblp	other_task	acl2025-2	Dynamic Order Template Prediction for Generative Aspect-Based Sentiment Analysis
dblp	other_task	acl2025-4	Pragmatic Perspective on Assessing Implicit Meaning Interpretation in Sentiment Analysis Models
dblp	other_task	acl2025-4	Towards Robust Sentiment Analysis of Temporally-Sensitive Policy-Related Online Text
dblp	other_task	acl2025f	Akan Cinematic Emotions (ACE): A Multimodal Multi-party Dataset for Emotion Recognition in Movie Dialogues
dblp	other_task	acl2025f	DaNet: Dual-Aware Enhanced Alignment Network for Multimodal Aspect-Based Sentiment Analysis
dblp	other_task	acl2025f	Latent Distribution Decouple for Uncertain-Aware Multimodal Multi-label Emotion Recognition
dblp	other_task	acl2025f	Sentimental Image Generation for Aspect-based Sentiment Analysis
dblp	other_task	acl2025f	TDCSA: LLM-Guided Top-Down Approach for Robust Citation Sentiment Analysis
dblp	other_task	acl2026-1	DimABSA: Building Multilingual and Multidomain Datasets for Dimensional Aspect-Based Sentiment Analysis
dblp	other_task	acl2026-1	ERCThinker: Fast-Slow Thinking for Emotion Recognition in Conversation
dblp	other_task	acl2026-1	Emotion-Wheel-Guided Audio-Referred Text Representation for Multimodal Emotion Recognition in Conversation
dblp	other_task	acl2026-1	JoPR: Joint Emotion Perception and Reasoning for Conversational Emotion Recognition
dblp	other_task	acl2026-1	Locate and Explain: Joint Multimodal Emotion Cause Extraction and Summarization in Conversation
dblp	other_task	acl2026-1	MSMO-ABSA: Multi-Scale and Multi-Objective Optimization for Cross-Lingual Aspect-Based Sentiment Analysis
dblp	other_task	acl2026-1	Prosody as Supervision: Bridging the Non-Verbal-Verbal for Multilingual Speech Emotion Recognition
dblp	other_task	acl2026-1	Single-Pass, Depth-Selective Reading for Multi-Aspect Sentiment Analysis
dblp	other_task	acl2026-1	Uncovering Sentiment Analysis Circuit in Large Language Model
dblp	other_task	acl2026-4	From Graphs to Hypergraphs: Enhancing Aspect-Term Sentiment Analysis via Multi-Level Relational Modeling
dblp	other_task	acl2026-4	Sentiment Analysis of Yelp Review Dataset: A Comparative Study of Machine Learning Methods
dblp	other_task	acl2026f	Beyond Semantic Similarity: Appraisal-Guided Chain-of-Thought Reasoning and Retrieval for Multimodal Emotional Support Conversations
dblp	other_task	acl2026f	CAIR: Causal Adaptive Information-based Reinforcement Learning for Multimodal Emotion Reasoning
dblp	other_task	acl2026f	CMTD: Cognitive Modeling with Traits and Distortions for Multimodal Emotion Recognition in Conversations
dblp	other_task	acl2026f	CaM-HG: Causal-Enhanced MoE and Hypergraphs Network for Incomplete Multimodal Emotion Recognition in Conversations
dblp	other_task	acl2026f	E-ABSA20K: A Dataset and Propose-and-Verify for Aspect-Based Sentiment Analysis in Long E-commerce Reviews
dblp	other_task	acl2026f	EmoMM: Benchmarking and Steering MLLM for Multimodal Emotion Recognition under Conflict and Missingness
dblp	other_task	acl2026f	EmotionTalk: An Interactive Chinese Multimodal Emotion Dataset With Rich Annotations
dblp	other_task	acl2026f	Exploring Multilingual Pre-trained Language Model for Aspect-based Sentiment Analysis
dblp	other_task	acl2026f	From Coarse to Fine: A Multi-Granularity Multimodal Framework for Teacher Sentiment Analysis
dblp	other_task	acl2026f	Human-Centered Supervision for Sentiment Analysis in Telugu: A Systematic Inquiry Beyond Accuracy
dblp	other_task	acl2026f	JX4MEI: Multimodal Semantically-Enhanced LLM for Joint Multimodal Emotion-Intent Explanation and Classification
dblp	other_task	acl2026f	Model in Distress: Sentiment Analysis on French Synthetic Social Media
dblp	other_task	cvpr2017	Emotion Recognition in Context
dblp	other_task	cvpr2018	3D Human Sensing, Action and Emotion Recognition in Robot Assisted Therapy of Children With Autism
dblp	other_task	cvpr2018	Weakly Supervised Coupled Networks for Visual Sentiment Analysis
dblp	other_task	cvpr2020	EmotiCon: Context-Aware Multimodal Emotion Recognition Using Frege's Principle
dblp	other_task	cvpr2021	Progressive Modality Reinforcement for Human Multimodal Emotion Recognition From Unaligned Multimodal Sequences
dblp	other_task	cvpr2023	Context De-Confounded Emotion Recognition
dblp	other_task	cvpr2023	Decoupled Multimodal Distilling for Emotion Recognition
dblp	other_task	cvpr2023	High-Fidelity Generalized Emotional Talking Face Generation with Multi-Modal Emotion Space Learning
dblp	other_task	cvpr2023	Multivariate, Multi-Frequency and Multimodal: Rethinking Graph Neural Networks for Emotion Recognition in Conversation
dblp	other_task	cvpr2024	Robust Emotion Recognition in Context Debiasing
dblp	other_task	cvpr2025	CocoER: Aligning Multi-Level Feature by Competition and Coordination for Emotion Recognition
dblp	other_task	cvpr2025	Knowledge-Aligned Counterfactual-Enhancement Diffusion Perception for Unsupervised Cross-Domain Visual Emotion Recognition
dblp	other_task	emnlp2017	A Cognition Based Attention Model for Sentiment Analysis
dblp	other_task	emnlp2017	A Multilayer Perceptron based Ensemble Technique for Fine-grained Financial Sentiment Analysis
dblp	other_task	emnlp2017	Capturing User and Product Information for Document Level Sentiment Analysis with Deep Memory Network
dblp	other_task	emnlp2017	Recurrent Attention Network on Memory for Aspect Sentiment Analysis
dblp	other_task	emnlp2017	Refining Word Embeddings for Sentiment Analysis
dblp	other_task	emnlp2018	CARER: Contextualized Affect Representations for Emotion Recognition
dblp	other_task	emnlp2018	IARM: Inter-Aspect Relation Modeling with Memory Networks in Aspect-Based Sentiment Analysis
dblp	other_task	emnlp2018	ICON: Interactive Conversational Memory Network for Multimodal Emotion Detection
dblp	other_task	emnlp2018	Improving the results of string kernels in sentiment analysis and Arabic dialect identification by adapting them to your test set
dblp	other_task	emnlp2018	Joint Aspect and Polarity Classification for Aspect-based Sentiment Analysis with End-to-End Neural Networks
dblp	other_task	emnlp2018	Joint Learning for Targeted Sentiment Analysis
dblp	other_task	emnlp2019-1	A Challenge Dataset and Effective Models for Aspect-Based Sentiment Analysis
dblp	other_task	emnlp2019-1	A Novel Aspect-Guided Deep Transition Model for Aspect Based Sentiment Analysis
dblp	other_task	emnlp2019-1	Aspect-Level Sentiment Analysis Via Convolution over Dependency Tree
dblp	other_task	emnlp2019-1	CAN: Constrained Attention Networks for Multi-Aspect Sentiment Analysis
dblp	other_task	emnlp2019-1	DialogueGCN: A Graph Convolutional Neural Network for Emotion Recognition in Conversation
dblp	other_task	emnlp2019-1	Investigating Dynamic Routing in Tree-Structured LSTM for Sentiment Analysis
dblp	other_task	emnlp2019-1	Learning Explicit and Implicit Structures for Targeted Sentiment Analysis
dblp	other_task	emnlp2019-1	Shallow Domain Adaptive Embeddings for Sentiment Analysis
dblp	other_task	emnlp2019-1	Transferable End-to-End Aspect-based Sentiment Analysis with Selective Adversarial Learning
dblp	other_task	emnlp2020-1	A Multi-Task Incremental Learning Framework with Category Name Embedding for Aspect-Category Sentiment Analysis
dblp	other_task	emnlp2020-1	Convolution over Hierarchical Syntactic and Lexical Graphs for Aspect Level Sentiment Analysis
dblp	other_task	emnlp2020-1	Multi-Instance Multi-Label Learning Networks for Aspect-Category Sentiment Analysis
dblp	other_task	emnlp2020-1	Relation-aware Graph Attention Networks with Relational Position Encodings for Emotion Recognition in Conversations
dblp	other_task	emnlp2020-1	Sentiment Analysis of Tweets using Heterogeneous Multi-layer Network Representation and Embedding
dblp	other_task	emnlp2020-1	Tasty Burgers, Soggy Fries: Probing Aspect Robustness in Aspect-Based Sentiment Analysis
dblp	other_task	emnlp2020-1	Unified Feature and Instance Based Domain Adaptation for Aspect-Based Sentiment Analysis
dblp	other_task	emnlp2020-1	Weakly-Supervised Aspect-Based Sentiment Analysis via Joint Aspect-Sentiment Topic Embedding
dblp	other_task	emnlp2020f	A Shared-Private Representation Model with Coarse-to-Fine Extraction for Target Sentiment Analysis
dblp	other_task	emnlp2020f	DomBERT: Domain-oriented Language Model for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2020f	Exploiting Unsupervised Data for Emotion Recognition in Conversations
dblp	other_task	emnlp2020f	GRACE: Gradient Harmonized and Cascaded Labeling for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2020f	Improving Aspect-based Sentiment Analysis with Gated Graph Convolutional Networks and Syntax-based Regulation
dblp	other_task	emnlp2020f	Octa: Omissions and Conflicts in Target-Aspect Sentiment Analysis
dblp	other_task	emnlp2020f	Sentiment Analysis with Weighted Graph Convolutional Networks
dblp	other_task	emnlp2021f	A Discourse-Aware Graph Neural Network for Emotion Recognition in Multi-Party Conversation
dblp	other_task	emnlp2021f	An Iterative Multi-Knowledge Transfer Network for Aspect-Based Sentiment Analysis
dblp	other_task	emnlp2021f	Aspect-based Sentiment Analysis in Question Answering Forums
dblp	other_task	emnlp2021f	DialogueTRM: Exploring Multi-Modal Emotional Dynamics in a Conversation
dblp	other_task	emnlp2021f	Knowledge-Interactive Network with Sentiment Polarity Intensity-Aware Multi-Task Learning for Emotion Recognition in Conversations
dblp	other_task	emnlp2021f	Past, Present, and Future: Conversational Emotion Recognition through Structural Modeling of Psychological Knowledge
dblp	other_task	emnlp2021f	Self Question-answering: Aspect-based Sentiment Analysis by Role Flipped Machine Reading Comprehension
dblp	other_task	emnlp2022	AX-MABSA: A Framework for Extremely Weakly Supervised Multi-label Aspect Based Sentiment Analysis
dblp	other_task	emnlp2022	Affective Knowledge Enhanced Multiple-Graph Fusion Networks for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2022	Curriculum Knowledge Distillation for Emoji-supervised Cross-lingual Sentiment Analysis
dblp	other_task	emnlp2022	Face-Sensitive Image-to-Emotional-Text Cross-modal Translation for Multimodal Aspect-based Sentiment Analysis
dblp	other_task	emnlp2022	SEMGraph: Incorporating Sentiment Knowledge and Eye Movement into Graph Model for Sentiment Analysis
dblp	other_task	emnlp2022	Sentiment-Aware Word and Sentence Level Pre-training for Sentiment Analysis
dblp	other_task	emnlp2022	Supervised Prototypical Contrastive Learning for Emotion Recognition in Conversation
dblp	other_task	emnlp2022f	Empathetic Dialogue Generation via Sensitive Emotion Recognition and Sensible Knowledge Selection
dblp	other_task	emnlp2022f	Generative Aspect-Based Sentiment Analysis with Contrastive Learning and Expressive Structure
dblp	other_task	emnlp2022f	Progressive Sentiment Analysis for Code-Switched Text Data
dblp	other_task	emnlp2022f	Self-supervised Cross-modal Pretraining for Speech Emotion Recognition and Sentiment Analysis
dblp	other_task	emnlp2023	AfriSenti: A Twitter Sentiment Analysis Benchmark for African Languages
dblp	other_task	emnlp2023	Cross-lingual Transfer Can Worsen Bias in Sentiment Analysis
dblp	other_task	emnlp2023	Joyful: Joint Modality Fusion and Graph Contrastive Learning for Multimoda Emotion Recognition
dblp	other_task	emnlp2023	M2DF: Multi-grained Multi-curriculum Denoising Framework for Multimodal Aspect-based Sentiment Analysis
dblp	other_task	emnlp2023	SentiStream: A Co-Training Framework for Adaptive Online Sentiment Analysis in Evolving Data Streams
dblp	other_task	emnlp2023	Sentiment Analysis on Streaming User Reviews via Dual-Channel Dynamic Graph Neural Network
dblp	other_task	emnlp2023	The Sentiment Problem: A Critical Survey towards Deconstructing Sentiment Analysis
dblp	other_task	emnlp2023f	A Sequence-to-Structure Approach to Document-level Targeted Sentiment Analysis
dblp	other_task	emnlp2023f	Adaptive Structure Induction for Aspect-based Sentiment Analysis with Spectral Perspective
dblp	other_task	emnlp2023f	An Empirical Study on Multiple Knowledge from ChatGPT for Emotion Recognition in Conversations
dblp	other_task	emnlp2023f	Aspect-Category Enhanced Learning with a Neural Coherence Model for Implicit Sentiment Analysis
dblp	other_task	emnlp2023f	Aspect-to-Scope Oriented Multi-view Contrastive Learning for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2023f	Do Stochastic Parrots have Feelings Too? Improving Neural Detection of Synthetic Text via Emotion Recognition
dblp	other_task	emnlp2023f	Domain Adaptation for Sentiment Analysis Using Robust Internal Representations
dblp	other_task	emnlp2023f	Efficient Cross-Task Prompt Tuning for Few-Shot Conversational Emotion Recognition
dblp	other_task	emnlp2023f	Enhancing Emotion Recognition in Conversation via Multi-view Feature Alignment and Memorization
dblp	other_task	emnlp2023f	Evaluating Emotion Arcs Across Languages: Bridging the Global Divide in Sentiment Analysis
dblp	other_task	emnlp2023f	Exploring Graph Pre-training for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2023f	Late Fusion of Transformers for Sentiment Analysis of Code-Switched Data
dblp	other_task	emnlp2023f	Neuro-Symbolic Sentiment Analysis with Dynamic Word Sense Disambiguation
dblp	other_task	emnlp2023f	Pre-trained Speech Processing Models Contain Human-Like Biases that Propagate to Speech Emotion Recognition
dblp	other_task	emnlp2023f	Reducing Spurious Correlations in Aspect-based Sentiment Analysis with Explanation from Large Language Models
dblp	other_task	emnlp2023f	SIR-ABSC: Incorporating Syntax into RoBERTa-based Sentiment Analysis Models with a Special Aggregator Token
dblp	other_task	emnlp2024	Dynamic Multi-granularity Attribution Network for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2024	Visual Prompting in LLMs for Enhancing Emotion Recognition
dblp	other_task	emnlp2024f	Boosting Large Language Models with Continual Learning for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2024f	DetectiveNN: Imitating Human Emotional Reasoning with a Recall-Detect-Predict Framework for Emotion Recognition in Conversations
dblp	other_task	emnlp2024f	Do LLMs Think Fast and Slow? A Causal Study on Sentiment Analysis
dblp	other_task	emnlp2024f	Exploiting Careful Design of SVM Solution for Aspect-term Sentiment Analysis
dblp	other_task	emnlp2024f	Is Compound Aspect-Based Sentiment Analysis Addressed by LLMs?
dblp	other_task	emnlp2024f	Make Compound Sentences Simple to Analyze: Learning to Split Sentences for Aspect-based Sentiment Analysis
dblp	other_task	emnlp2024f	Multiple Knowledge-Enhanced Interactive Graph Network for Multimodal Conversational Emotion Recognition
dblp	other_task	emnlp2024f	PFA-ERC: Psuedo-Future Augmented Dynamic Emotion Recognition in Conversations
dblp	other_task	emnlp2024f	Shoes-ACOSI: A Dataset for Aspect-Based Sentiment Analysis with Implicit Opinion Extraction
dblp	other_task	emnlp2024f	The Overlooked Repetitive Lengthening Form in Sentiment Analysis
dblp	other_task	emnlp2024f	UniMEEC: Towards Unified Multimodal Emotion Recognition and Emotion Cause
dblp	other_task	emnlp2024f	Vanessa: Visual Connotation and Aesthetic Attributes Understanding Network for Multimodal Aspect-based Sentiment Analysis
dblp	other_task	emnlp2025	BTC-SAM: Leveraging LLMs for Generation of Bias Test Cases for Sentiment Analysis Models
dblp	other_task	emnlp2025	Comprehensive and Efficient Distillation for Lightweight Sentiment Analysis Models
dblp	other_task	emnlp2025	Emotion Transfer with Enhanced Prototype for Unseen Emotion Recognition in Conversation
dblp	other_task	emnlp2025	M-ABSA: A Multilingual Dataset for Aspect-Based Sentiment Analysis
dblp	other_task	emnlp2025	MERMAID: Multi-perspective Self-reflective Agents with Generative Augmentation for Emotion Recognition
dblp	other_task	emnlp2025	Power doesn't reside in size: A Low Parameter Hybrid Language Model (HLM) for Sentiment Analysis in Code-mixed data
dblp	other_task	emnlp2025	RD-MCSA: A Multi-Class Sentiment Analysis Approach Integrating In-Context Classification Rationales and Demonstrations
dblp	other_task	emnlp2025	Targeted Distillation for Sentiment Analysis
dblp	other_task	emnlp2025f	Aspect-based Sentiment Analysis via Synthetic Image Generation
dblp	other_task	emnlp2025f	EMO-RL: Emotion-Rule-Based Reinforcement Learning Enhanced Audio-Language Model for Generalized Speech Emotion Recognition
dblp	other_task	emnlp2025f	Flexible Thinking for Multimodal Emotional Support Conversation via Reinforcement Learning
dblp	other_task	emnlp2025f	GRPO-Guided Modality Selection Enhanced LoRA-Tuned LLMs for Multimodal Emotion Recognition
dblp	other_task	emnlp2025f	Multimodal Emotion Recognition in Conversations: A Survey of Methods, Trends, Challenges and Prospects
dblp	other_task	emnlp2025f	Zero-Shot Cross-Domain Aspect-Based Sentiment Analysis via Domain-Contextualized Chain-of-Thought Reasoning
dblp	other_task	iclr2023tiny	A Change of Heart: Improving Speech Emotion Recognition through Speech-to-Text Modality Conversion
dblp	other_task	iclr2023tiny	Transfer Learning on Kinyarwanda Tweets Sentiment Analysis
dblp	other_task	iclr2024	VBH-GNN: Variational Bayesian Heterogeneous Graph Neural Networks for Cross-subject Emotion Recognition
dblp	other_task	icml2019	A Personalized Affective Memory Model for Improving Emotion Recognition
dblp	other_task	icml2020	How recurrent networks implement contextual processing in sentiment analysis
dblp	other_task	icml2025	OV-MER: Towards Open-Vocabulary Multimodal Emotion Recognition
dblp	other_task	ijcai2017	Dependency Exploitation: A Unified CNN-RNN Approach for Visual Emotion Recognition
dblp	other_task	ijcai2017	Recommendation vs Sentiment Analysis: A Text-Driven Latent Factor Model for Rating Prediction with Cold-Start Awareness
dblp	other_task	ijcai2018	A Novel Neural Network Model based on Cerebral Hemispheric Asymmetry for EEG Emotion Recognition
dblp	other_task	ijcai2018	Beyond Polarity: Interpretable Financial Sentiment Analysis with Hierarchical Query-driven Attention
dblp	other_task	ijcai2018	Personality-Aware Personalized Emotion Recognition from Physiological Signals
dblp	other_task	ijcai2019	Addressing Age-Related Bias in Sentiment Analysis
dblp	other_task	ijcai2019	Cold-Start Aware Deep Memory Network for Multi-Entity Aspect-Based Sentiment Analysis
dblp	other_task	ijcai2019	Earlier Attention? Aspect-Aware LSTM for Aspect-Based Sentiment Analysis
dblp	other_task	ijcai2019	Learn to Select via Hierarchical Gate Mechanism for Aspect-Based Sentiment Analysis
dblp	other_task	ijcai2019	Quantum-Inspired Interactive Networks for Conversational Sentiment Analysis
dblp	other_task	ijcai2019	Towards Discriminative Representation Learning for Speech Emotion Recognition
dblp	other_task	ijcai2021	An Entanglement-driven Fusion Neural Network for Video Sentiment Analysis
dblp	other_task	ijcai2022	Aspect-based Sentiment Analysis with Opinion Tree Generation
dblp	other_task	ijcai2022	Automatic Multimodal Emotion Recognition Using Facial Expression, Voice, and Text
dblp	other_task	ijcai2022	CTL-MTNet: A Novel CapsNet and Transfer Learning-Based Mixed Task Net for Single-Corpus and Cross-Corpus Speech Emotion Recognition
dblp	other_task	ijcai2022	CauAIN: Causal Aware Interaction Network for Emotion Recognition in Conversations
dblp	other_task	ijcai2022	Inheriting the Wisdom of Predecessors: A Multiplex Cascade Framework for Unified Aspect-based Sentiment Analysis
dblp	other_task	ijcai2022	Online ECG Emotion Recognition for Unknown Subjects via Hypergraph-Based Transfer Learning
dblp	other_task	ijcai2022	Speaker-Guided Encoder-Decoder Framework for Emotion Recognition in Conversation
dblp	other_task	ijcai2023	Mimicking the Thinking Process for Emotion Recognition in Conversation with Prompts and Paraphrasing
dblp	other_task	ijcai2024	Apprenticeship-Inspired Elegance: Synergistic Knowledge Distillation Empowers Spiking Neural Networks for Efficient Single-Eye Emotion Recognition
dblp	other_task	ijcai2024	Joint Multimodal Aspect Sentiment Analysis with Aspect Enhancement and Syntactic Adaptive Learning
dblp	other_task	ijcai2024	Multi-level Disentangling Network for Cross-Subject Emotion Recognition Based on Multimodal Physiological Signals
dblp	other_task	ijcai2024	VSGT: Variational Spatial and Gaussian Temporal Graph Models for EEG-based Emotion Recognition
dblp	other_task	ijcai2025	A Cross-Modal Densely Guided Knowledge Distillation Based on Modality Rebalancing Strategy for Enhanced Unimodal Emotion Recognition
dblp	other_task	ijcai2025	FCKT: Fine-Grained Cross-Task Knowledge Transfer with Semantic Contrastive Learning for Targeted Sentiment Analysis
dblp	other_task	ijcai2025	GSDNet: Revisiting Incomplete Multimodality-Diffusion Emotion Recognition from the Perspective of Graph Spectrum
dblp	other_task	ijcai2025	Hybrid Relational Graphs with Sentiment-laden Semantic Alignment for Multimodal Emotion Recognition in Conversation
dblp	other_task	ijcai2025	MATCH: Modality-Calibrated Hypergraph Fusion Network for Conversational Emotion Recognition
dblp	other_task	ijcai2025	Multi-modal Anchor Gated Transformer with Knowledge Distillation for Emotion Recognition in Conversation
dblp	other_task	ijcai2025	Picturized and Recited with Dialects: A Multimodal Chinese Representation Framework for Sentiment Analysis of Classical Chinese Poetry
dblp	other_task	ijcai2025	RAMer: Reconstruction-based Adversarial Model for Multi-party Multi-modal Multi-label Emotion Recognition
dblp	other_task	ijcai2025	Sentiment-enhanced Multi-hop Connected Graph Attention Network for Multimodal Aspect-Based Sentiment Analysis
dblp	other_task	mm2017	Deep Temporal Models using Identity Skip-Connections for Speech Emotion Recognition
dblp	other_task	mm2017	From Hard to Soft: Towards more Human-like Emotion Recognition by Modelling the Perception Uncertainty
dblp	other_task	mm2017	Social Multimedia Sentiment Analysis
dblp	other_task	mm2017	Visual Sentiment Analysis for Review Images with Item-Oriented and User-Oriented CNN
dblp	other_task	mm2018	Emotion Recognition in Speech using Cross-Modal Transfer in the Wild
dblp	other_task	mm2018	Twitter Sentiment Analysis via Bi-sense Emoji Embedding and Attention-based LSTM
dblp	other_task	mm2019	Emotion Recognition using Multimodal Residual LSTM Network
dblp	other_task	mm2019	Mutual Correlation Attentive Factors in Dyadic Fusion Networks for Speech Emotion Recognition
dblp	other_task	mm2020	CM-BERT: Cross-Modal BERT for Text-Audio Sentiment Analysis
dblp	other_task	mm2020	Cross Corpus Physiological-based Emotion Recognition Using a Learnable Visual Semantic Graph Convolutional Network
dblp	other_task	mm2020	MEmoR: A Dataset for Multimodal Emotion Reasoning in Videos
dblp	other_task	mm2020	Reproducibility Companion Paper: Visual Sentiment Analysis for Review Images with Item-Oriented and User-Oriented CNN
dblp	other_task	mm2020	SST-EmotionNet: Spatial-Spectral-Temporal based Attention 3D Dense Network for EEG Emotion Recognition
dblp	other_task	mm2020	Semi-supervised Multi-modal Emotion Recognition with Cross-Modal Distribution Matching
dblp	other_task	mm2021	A Multi-Domain Adaptive Graph Convolutional Network for EEG-based Emotion Recognition
dblp	other_task	mm2021	HetEmotionNet: Two-Stream Heterogeneous Graph Recurrent Neural Network for Multi-modal Emotion Recognition
dblp	other_task	mm2021	Learning What and When to Drop: Adaptive Multimodal and Contextual Dynamics for Emotion Recognition in Conversation
dblp	other_task	mm2021	MuSe 2021 Challenge: Multimodal Emotion, Sentiment, Physiological-Emotion, and Stress Detection
dblp	other_task	mm2021	SFE-Net: EEG-based Emotion Recognition with Symmetrical Spatial Feature Extraction
dblp	other_task	mm2021	Simplifying Multimodal Emotion Recognition with Single Eye Movement Modality
dblp	other_task	mm2021	Zero-shot Video Emotion Recognition via Multimodal Protagonist-aware Transformer Network
dblp	other_task	mm2022	Disentangled Representation Learning for Multimodal Emotion Recognition
dblp	other_task	mm2022	Feeling Without Sharing: A Federated Video Emotion Recognition Framework Via Privacy-Agnostic Hybrid Aggregation
dblp	other_task	mm2022	SER30K: A Large-Scale Dataset for Sticker Emotion Recognition
dblp	other_task	mm2022	Towards Unbiased Visual Emotion Recognition via Causal Intervention
dblp	other_task	mm2022	Unified Multi-modal Pre-training for Few-shot Sentiment Analysis with Prompt-based Learning
dblp	other_task	mm2022	Unsupervised Domain Adaptation Integrating Transformer and Mutual Information for Cross-Corpus Speech Emotion Recognition
dblp	other_task	mm2023	ASTDF-Net: Attention-Based Spatial-Temporal Dual-Stream Fusion Network for EEG-Based Emotion Recognition
dblp	other_task	mm2023	Emo-DNA: Emotion Decoupling and Alignment Learning for Cross-Corpus Speech Emotion Recognition
dblp	other_task	mm2023	Emotion Recognition ToolKit (ERTK): Standardising Tools For Emotion Recognition Research
dblp	other_task	mm2023	EmotionKD: A Cross-Modal Knowledge Distillation Framework for Emotion Recognition Based on Physiological Signals
dblp	other_task	mm2023	Graph to Grid: Learning Deep Representations for Multimodal Emotion Recognition
dblp	other_task	mm2023	Mining High-quality Samples from Raw Data and Majority Voting Method for Multimodal Emotion Recognition
dblp	other_task	mm2023	Multimodal Emotion Interaction and Visualization Platform
dblp	other_task	mm2023	Multimodal Emotion Recognition in Noisy Environment Based on Progressive Label Revision
dblp	other_task	mm2023	Multimodal Physiological Signals Fusion for Online Emotion Recognition
dblp	other_task	mm2023	Multimodal Prompt Transformer with Hybrid Contrastive Learning for Emotion Recognition in Conversation
dblp	other_task	mm2023	Revisiting Disentanglement and Fusion on Modality and Context in Conversational Multimodal Emotion Recognition
dblp	other_task	mm2023	Semi-Supervised Multimodal Emotion Recognition with Class-Balanced Pseudo-labeling
dblp	other_task	mm2023	Semi-Supervised Multimodal Emotion Recognition with Expression MAE
dblp	other_task	mm2023	UniSA: Unified Generative Framework for Sentiment Analysis
